crop,region,rainfall_mm,avg_temp_c,N_kg_ha,P_kg_ha,K_kg_ha,soil_ph,area_acres,yield_quintal_per_acre
Rice,West Bengal,1105.6,35.2,79.4,20.2,31.6,6.42,4.23,21.33
Rice,Uttar Pradesh,750.1,28.1,130.3,60.9,50.9,6.75,4.39,19.75
Maize,Bihar,810.1,21.0,180.4,90.3,41.5,7.67,8.39,16.74
Wheat,Bihar,482.4,31.0,57.9,47.9,60.0,7.86,3.57,13.31
Wheat,Uttar Pradesh,651.2,14.5,41.6,38.2,36.2,5.82,5.38,15.35
Rice,Maharashtra,1581.2,40.1,58.8,63.6,18.8,6.47,1.3,15.82
Wheat,Bihar,707.7,30.2,71.5,87.7,30.6,6.86,7.17,12.92
Wheat,Maharashtra,909.4,16.7,80.8,59.4,57.6,6.54,2.86,11.22
Rice,Punjab,1991.5,43.2,73.6,23.5,21.8,4.83,2.35,11.65
Wheat,Bihar,765.5,28.0,47.0,50.4,57.2,6.24,7.11,13.22
Maize,Bihar,920.0,20.7,52.1,55.7,53.1,6.11,9.78,16.23
Maize,West Bengal,358.8,15.1,58.1,90.9,37.2,5.56,7.87,13.21
Wheat,Punjab,264.6,26.1,165.2,83.9,19.9,7.71,1.54,12.62
Wheat,Bihar,311.5,26.7,57.9,43.2,23.4,5.45,8.45,11.78
Wheat,Bihar,773.9,15.9,174.0,89.0,60.4,6.99,3.04,13.26
Wheat,Madhya Pradesh,248.5,31.2,76.9,83.6,45.1,7.35,5.83,10.38
Wheat,Punjab,245.8,23.4,120.6,67.5,48.2,8.12,3.79,17.13
Wheat,Maharashtra,768.2,27.6,120.4,35.5,63.5,8.08,6.39,13.75
Rice,Punjab,661.3,27.0,142.9,64.8,23.6,6.8,1.01,17.38
Wheat,Uttar Pradesh,808.7,29.7,140.3,34.1,24.0,7.96,5.32,12.36
Rice,Uttar Pradesh,1596.3,28.1,125.2,90.9,64.2,5.94,5.95,18.72
Rice,Maharashtra,976.4,34.0,54.2,25.1,15.3,6.94,3.46,19.02
Rice,West Bengal,916.5,40.5,43.4,57.0,37.6,6.38,2.05,18.18
Rice,Maharashtra,508.5,39.2,129.7,73.8,32.1,7.08,8.98,15.94
Rice,Punjab,734.5,27.3,126.0,75.5,32.6,6.22,5.08,18.65
Wheat,Uttar Pradesh,262.8,29.8,130.2,79.9,60.2,8.03,7.61,11.35
Wheat,Maharashtra,623.4,11.6,100.0,35.8,24.2,7.16,0.61,16.07
Wheat,Uttar Pradesh,580.4,30.1,46.6,51.9,32.4,5.44,9.53,13.59
Wheat,Uttar Pradesh,877.3,25.1,147.9,83.8,63.2,5.36,9.97,12.57
Rice,Maharashtra,1478.3,18.1,111.0,30.9,16.4,6.16,7.88,19.93
Wheat,Maharashtra,841.8,27.4,98.9,51.3,59.2,5.21,0.72,14.24
Maize,West Bengal,630.1,28.5,160.5,33.3,18.3,6.76,5.82,16.81
Rice,Madhya Pradesh,1903.0,36.1,64.6,26.5,23.4,7.1,4.86,13.13
Maize,Bihar,823.0,26.8,125.4,32.8,40.2,7.25,0.7,18.38
Wheat,Madhya Pradesh,362.2,24.0,101.0,50.2,22.1,8.13,2.63,16.86
Maize,West Bengal,540.1,32.6,130.7,64.8,38.9,7.03,3.57,20.54
Rice,Punjab,1340.7,43.4,179.1,43.9,38.6,4.92,5.46,17.42
Maize,Uttar Pradesh,472.9,22.8,57.4,45.7,53.9,6.81,4.32,17.95
Wheat,Uttar Pradesh,344.9,12.4,58.0,34.9,43.6,6.49,3.04,13.03
Maize,West Bengal,1056.5,20.6,122.0,93.1,40.7,6.95,7.62,15.77
Wheat,Punjab,682.7,30.8,86.7,36.5,15.5,6.19,6.23,13.83
Wheat,Bihar,302.7,17.4,62.7,44.6,26.4,5.29,8.77,12.1
Wheat,Maharashtra,639.5,21.3,177.1,53.5,54.0,7.17,5.42,16.58
Rice,Maharashtra,1252.9,33.7,167.6,69.7,41.2,6.27,6.26,21.37
Wheat,Uttar Pradesh,807.1,27.6,137.3,47.0,22.5,7.1,5.22,13.23
Rice,Maharashtra,902.2,30.5,44.1,38.0,33.1,6.14,4.97,19.35
Maize,Bihar,615.3,21.2,164.9,65.4,28.8,6.26,1.57,19.86
Wheat,Madhya Pradesh,807.1,16.4,176.5,86.1,36.1,5.82,8.43,12.54
Wheat,Maharashtra,254.1,12.1,159.7,75.3,28.7,5.47,2.85,11.91
Rice,Uttar Pradesh,1298.4,26.8,113.5,23.1,47.1,6.07,6.97,21.36
Wheat,Punjab,340.0,27.2,141.1,29.9,61.3,7.79,7.91,14.37
Wheat,Maharashtra,790.8,22.5,80.2,43.3,43.2,6.43,2.02,13.85
Wheat,Madhya Pradesh,818.1,29.6,166.0,62.7,63.8,7.86,1.49,10.52
Maize,Uttar Pradesh,804.5,31.2,90.8,40.8,49.3,5.09,8.48,15.68
Maize,Punjab,689.5,21.5,127.6,57.6,38.2,6.73,4.85,22.69
Rice,Bihar,840.5,33.1,82.6,46.3,34.3,5.5,6.56,17.86
Rice,Maharashtra,635.1,35.8,178.3,22.0,51.8,6.97,1.21,13.85
Maize,Maharashtra,617.1,24.2,161.2,33.7,42.1,4.77,1.39,18.97
Rice,Madhya Pradesh,1787.1,40.1,156.3,52.3,20.1,6.08,1.99,13.7
Rice,Madhya Pradesh,1438.4,25.3,89.1,76.1,58.8,5.47,5.93,21.54
Rice,Punjab,1786.7,27.6,149.7,77.0,19.7,6.18,9.61,17.94
Maize,Bihar,656.5,14.8,115.1,44.7,35.8,6.71,8.19,17.14
Rice,Punjab,764.0,20.1,69.4,50.0,23.0,5.01,8.67,12.89
Wheat,Punjab,180.2,27.7,170.9,64.7,45.9,5.57,5.9,13.11
Maize,Punjab,604.2,30.0,124.0,98.7,38.0,6.12,0.91,17.63
Rice,Punjab,1411.2,18.6,53.6,89.0,47.9,4.76,8.04,16.65
Wheat,Punjab,615.0,18.8,50.1,31.3,44.9,8.02,0.74,15.44
Maize,Madhya Pradesh,576.4,32.2,65.7,38.8,32.0,4.86,1.21,14.15
Rice,Madhya Pradesh,441.2,42.2,55.4,29.0,21.5,7.1,6.37,10.07
Wheat,Maharashtra,709.4,16.9,40.9,62.8,44.6,7.08,3.05,17.23
Rice,Madhya Pradesh,1287.4,41.4,152.7,24.2,35.9,6.4,9.87,20.92
Maize,Punjab,1050.9,19.1,147.7,90.9,33.3,7.31,9.89,15.83
Wheat,Madhya Pradesh,693.8,23.1,157.7,35.6,46.3,6.33,7.57,16.0
Rice,Uttar Pradesh,1286.9,28.8,124.9,83.8,64.7,4.87,4.15,19.93
Rice,Bihar,478.1,43.6,75.2,42.0,26.7,5.34,5.75,13.01
Maize,Madhya Pradesh,296.8,18.8,132.6,34.2,62.1,5.36,1.34,15.08
Rice,Maharashtra,1302.2,43.1,66.5,41.4,15.6,5.64,2.4,18.3
Maize,Madhya Pradesh,206.4,29.2,102.3,41.8,48.0,6.03,3.48,16.31
Rice,Uttar Pradesh,1162.6,39.2,160.7,40.8,62.6,5.65,8.1,16.42
Wheat,Madhya Pradesh,570.3,28.0,111.9,24.2,20.5,6.28,3.56,14.67
Maize,Uttar Pradesh,608.3,28.7,51.5,64.5,15.8,7.01,2.5,15.07
Maize,West Bengal,510.9,30.2,56.7,36.7,64.6,5.97,4.88,15.63
Rice,Uttar Pradesh,842.9,41.4,83.9,89.2,26.3,6.46,5.95,14.66
Wheat,Bihar,469.9,17.5,154.2,66.5,24.2,7.02,1.84,16.66
Maize,Uttar Pradesh,606.5,15.5,159.4,88.2,26.1,5.71,5.37,15.6
Maize,West Bengal,502.1,15.2,92.9,78.0,63.1,6.91,1.62,18.07
Wheat,Maharashtra,425.0,28.5,78.9,39.6,59.8,7.72,1.5,12.53
Maize,Bihar,555.3,19.4,88.9,47.7,46.3,4.81,0.89,16.51
Rice,Bihar,957.5,19.9,43.6,34.4,52.6,7.13,9.32,15.12
Rice,Punjab,1205.4,18.5,78.8,90.6,60.8,5.21,3.45,14.25
Rice,West Bengal,1257.9,42.9,87.5,83.2,50.7,6.97,9.12,17.73
Rice,Uttar Pradesh,737.3,36.3,147.9,60.8,58.0,5.4,8.88,17.86
Rice,Madhya Pradesh,2046.8,23.6,85.7,65.8,15.2,6.09,8.18,17.68
Wheat,Madhya Pradesh,820.0,27.1,99.6,30.9,21.9,8.0,2.72,13.79
Maize,Punjab,573.6,17.1,97.8,46.5,48.6,6.7,9.4,17.76
Rice,Punjab,575.8,32.9,64.2,85.7,43.6,5.53,6.11,16.08
Maize,West Bengal,907.4,15.0,147.9,90.8,35.0,6.17,1.0,15.46
Maize,Punjab,296.8,21.0,144.9,73.1,44.6,6.75,6.64,19.59
Maize,Maharashtra,506.0,30.7,61.5,52.3,14.1,4.74,1.89,11.9
Rice,West Bengal,2039.8,29.7,46.7,25.9,33.9,5.31,2.11,16.18
Rice,Madhya Pradesh,933.5,24.7,58.6,51.2,29.5,5.59,2.74,19.16
Rice,Maharashtra,1917.7,21.4,111.5,42.6,59.3,5.14,2.59,14.29
Wheat,West Bengal,371.0,22.1,149.4,85.4,43.9,5.16,6.97,16.22
Rice,Madhya Pradesh,1546.6,35.8,114.6,30.5,60.9,4.96,6.48,18.06
Rice,Uttar Pradesh,1073.9,42.7,71.3,27.5,40.8,6.92,3.46,16.75
Maize,Bihar,903.4,26.2,142.6,70.8,17.1,5.29,7.8,17.73
Rice,Madhya Pradesh,1090.1,28.1,141.2,64.5,23.4,4.94,4.66,21.54
Wheat,Maharashtra,488.1,28.8,70.6,20.0,27.1,6.64,8.3,14.67
Rice,Punjab,1454.1,38.2,48.1,80.4,57.9,5.52,6.76,18.05
Rice,Punjab,1552.4,26.9,76.4,27.4,62.0,5.03,2.96,16.13
Wheat,West Bengal,776.9,23.6,93.8,25.7,17.4,5.89,3.35,13.33
Maize,Bihar,687.1,16.2,48.5,33.5,48.1,4.73,9.71,14.51
Rice,Punjab,737.3,36.6,142.2,38.6,45.8,6.19,8.48,19.07
Rice,Uttar Pradesh,574.6,36.9,166.0,85.8,47.7,5.16,1.31,13.19
Wheat,Punjab,885.8,28.0,61.3,63.6,54.4,7.52,5.14,12.82
Rice,Bihar,400.9,29.0,150.0,22.5,47.3,6.71,2.1,14.88
Rice,Madhya Pradesh,1680.4,34.8,132.4,84.2,61.3,6.15,4.46,18.18
Rice,Madhya Pradesh,817.1,23.0,123.5,36.5,17.3,6.57,4.08,17.18
Rice,Madhya Pradesh,1603.1,38.5,125.8,80.1,34.7,6.78,5.31,20.27
Maize,Punjab,976.8,29.3,135.3,27.8,56.6,6.1,1.43,15.26
Wheat,Madhya Pradesh,832.3,25.2,48.4,83.6,35.1,6.04,6.89,12.32
Maize,Maharashtra,457.3,20.4,127.0,68.9,34.8,6.59,6.61,20.41
Rice,Uttar Pradesh,852.5,30.7,101.3,58.7,57.3,5.23,0.76,20.23
Rice,Maharashtra,1755.4,43.1,95.5,30.6,20.9,6.15,5.7,14.76
Wheat,West Bengal,859.8,24.7,120.4,53.8,49.1,7.26,0.6,15.62
Maize,Punjab,879.4,27.8,79.3,34.4,16.2,6.15,2.34,14.91
Wheat,Madhya Pradesh,830.3,30.6,166.5,64.0,24.5,8.07,2.16,10.59
Maize,Uttar Pradesh,218.4,27.8,133.8,36.8,58.2,6.68,1.96,14.8
Maize,Maharashtra,283.9,29.1,75.3,34.6,64.1,4.76,0.8,10.08
Rice,Maharashtra,783.9,35.1,53.8,21.4,18.2,5.58,9.76,15.55
Wheat,West Bengal,222.7,10.9,143.0,32.2,23.6,6.43,3.01,13.39
Maize,Madhya Pradesh,498.9,16.3,93.7,88.3,62.2,7.62,2.46,16.04
Wheat,Punjab,294.6,21.6,100.7,76.6,16.1,7.05,7.25,15.33
Wheat,Bihar,346.4,27.5,106.3,53.6,53.3,6.31,2.77,17.9
Maize,West Bengal,934.9,20.2,46.4,58.0,29.2,6.66,4.03,15.05
Rice,Uttar Pradesh,1082.2,31.4,40.1,31.5,18.8,6.04,3.63,17.3
Rice,Uttar Pradesh,1239.0,29.8,176.6,52.0,23.2,5.21,1.4,19.91
Wheat,Maharashtra,701.3,12.7,132.4,28.6,17.9,7.28,8.43,15.12
Maize,Madhya Pradesh,443.3,24.2,134.7,82.7,44.4,5.03,4.6,20.73
Maize,Punjab,273.2,21.9,163.8,26.3,49.5,6.72,3.55,13.44
Wheat,Punjab,527.5,28.4,70.4,85.4,42.9,6.33,6.03,13.8
Wheat,Uttar Pradesh,440.2,22.6,70.2,71.9,25.7,7.75,3.81,16.34
Maize,Bihar,483.1,20.4,152.6,75.7,20.8,6.82,7.37,18.51
Rice,West Bengal,1278.9,37.0,143.8,75.6,43.1,4.93,9.09,20.09
Maize,West Bengal,398.6,18.8,112.4,29.5,26.1,7.08,4.91,16.4
Rice,West Bengal,554.0,23.4,102.2,87.1,33.3,6.58,5.63,18.26
Rice,Punjab,1700.2,40.5,168.0,89.9,64.1,7.03,1.18,12.29
Maize,Bihar,244.4,32.7,120.7,55.5,41.2,5.02,7.17,15.2
Maize,Maharashtra,764.5,30.5,50.8,44.4,18.7,6.2,9.66,16.11
Maize,West Bengal,921.5,26.2,78.8,47.5,51.3,5.54,0.95,14.63
Maize,Maharashtra,649.8,30.7,86.7,39.4,14.6,6.56,3.29,18.87
Wheat,Bihar,330.4,28.7,170.1,25.2,43.7,8.19,9.34,12.28
Maize,Uttar Pradesh,662.9,15.5,68.6,35.2,17.3,5.64,7.98,13.72
Maize,Maharashtra,743.8,25.8,132.7,99.3,39.1,4.91,5.05,20.11
Maize,Uttar Pradesh,283.0,20.1,74.5,96.0,59.6,6.42,7.48,14.73
Maize,Maharashtra,714.3,18.6,40.9,83.0,44.6,5.95,2.53,17.28
Maize,Uttar Pradesh,1045.0,30.6,168.8,74.8,33.2,6.96,1.53,13.56
Rice,Uttar Pradesh,1899.6,42.6,76.0,34.7,24.9,5.63,8.61,13.33
Wheat,Maharashtra,766.8,19.6,109.0,35.8,64.4,7.91,6.2,13.67
Wheat,Maharashtra,455.8,24.9,169.4,22.4,46.0,5.79,5.0,15.79
Maize,Madhya Pradesh,1075.6,26.3,164.1,30.7,37.6,5.22,9.16,13.23
Rice,Punjab,1404.8,33.8,137.5,84.3,29.0,6.31,5.82,23.68
Maize,Madhya Pradesh,603.6,24.0,120.9,92.6,44.1,7.64,7.4,19.72
Maize,West Bengal,1063.0,17.7,144.6,80.6,48.8,6.68,0.71,13.23
Wheat,Uttar Pradesh,420.4,28.2,168.0,73.7,48.2,7.67,7.22,13.95
Maize,Punjab,958.6,28.9,80.3,85.0,18.8,5.29,1.51,11.92
Maize,Punjab,604.0,23.3,169.7,46.1,34.4,6.82,8.36,18.05
Maize,Maharashtra,496.5,17.1,71.6,50.1,34.9,6.09,5.44,13.44
Maize,Bihar,1108.8,29.9,53.6,72.7,38.7,7.07,9.97,12.46
Rice,Punjab,1576.2,32.2,40.1,22.5,64.5,6.61,9.41,17.17
Rice,Maharashtra,1562.3,37.5,81.9,40.2,39.0,5.35,6.84,17.07
Wheat,West Bengal,193.3,10.6,43.0,52.1,45.8,6.62,6.93,13.47
Rice,Madhya Pradesh,430.9,33.1,72.8,82.0,26.9,6.19,5.76,15.23
Wheat,Bihar,190.3,13.5,105.7,31.2,40.5,8.01,2.4,15.87
Maize,Punjab,315.3,30.9,67.6,34.4,51.0,5.06,4.4,11.62
Maize,Maharashtra,857.1,19.7,148.0,98.2,18.0,6.32,5.63,15.61
Wheat,Punjab,881.9,24.2,99.3,58.5,60.6,7.22,8.13,17.15
Wheat,Maharashtra,566.5,13.8,95.2,29.5,32.5,6.36,1.57,17.1
Maize,Maharashtra,278.8,23.2,155.3,103.7,37.8,4.93,3.98,12.43
Rice,West Bengal,2094.4,18.7,97.0,43.0,62.4,6.1,8.16,14.7
Rice,West Bengal,430.3,20.4,157.8,76.6,25.9,5.99,6.26,15.89
Maize,West Bengal,1011.3,17.5,155.2,53.8,47.8,7.43,7.92,12.86
Wheat,Maharashtra,211.6,21.7,142.7,41.2,21.2,7.97,8.71,12.82
Rice,Maharashtra,1721.2,20.6,159.4,57.6,17.1,6.74,0.76,14.39
Wheat,Maharashtra,687.0,25.9,135.7,67.8,45.2,6.73,2.38,20.51
Wheat,Punjab,854.3,31.1,99.2,58.3,22.7,7.29,8.46,13.18
Maize,Punjab,983.1,20.9,81.3,77.5,65.0,5.07,7.16,14.54
Wheat,Bihar,697.6,16.8,166.8,52.4,22.4,7.79,9.46,15.69
Rice,Uttar Pradesh,1310.3,43.6,177.6,35.7,52.5,5.53,2.02,17.61
Wheat,Punjab,547.6,29.8,181.7,75.6,51.2,6.76,6.82,14.98
Rice,Maharashtra,1358.5,24.3,128.1,53.2,32.9,5.18,1.56,21.58
Wheat,Punjab,181.3,22.5,168.1,20.3,57.1,7.63,1.51,12.19
Maize,Punjab,812.9,25.9,77.7,96.0,39.6,5.57,2.92,16.86
Rice,West Bengal,1434.3,35.4,57.4,67.9,58.9,7.09,4.71,20.45
Rice,West Bengal,1221.0,29.5,94.9,45.7,34.0,4.9,1.24,22.14
Rice,Madhya Pradesh,732.3,29.0,103.1,35.3,42.8,5.04,5.34,19.72
Maize,Bihar,1054.2,16.8,159.2,30.2,61.4,6.56,2.08,11.64
Maize,West Bengal,621.7,31.8,96.0,81.8,25.1,5.99,5.53,18.96
Wheat,West Bengal,419.8,11.6,49.2,26.4,23.4,8.16,3.17,11.94
Wheat,Uttar Pradesh,842.6,16.8,160.2,26.8,48.6,6.18,6.76,13.5
Rice,Madhya Pradesh,683.3,18.7,102.4,75.0,47.2,6.41,4.33,19.18
Wheat,Maharashtra,265.0,23.7,166.0,65.7,59.7,8.25,3.91,11.84
Wheat,Madhya Pradesh,688.8,28.8,166.7,39.8,46.7,8.25,2.82,12.77
Maize,Maharashtra,278.9,30.5,79.2,94.0,42.2,5.14,7.52,11.12
Maize,Punjab,965.3,19.3,98.1,79.7,30.1,6.33,2.76,14.18
Wheat,Uttar Pradesh,377.8,19.1,168.2,40.5,21.8,6.08,7.71,17.34
Wheat,West Bengal,516.8,19.4,158.4,61.1,45.7,5.84,4.74,16.28
Wheat,Maharashtra,774.2,23.8,57.8,77.5,30.5,7.32,6.91,14.11
Maize,Bihar,268.6,30.0,59.6,38.1,43.9,7.57,5.89,10.4
Wheat,Uttar Pradesh,425.7,10.6,126.6,37.2,20.3,5.91,8.37,17.14
Maize,Uttar Pradesh,499.1,17.7,73.4,45.7,25.6,6.73,7.53,15.44
Rice,Uttar Pradesh,844.8,24.8,171.8,31.7,64.4,5.48,1.34,15.38
Wheat,Madhya Pradesh,581.3,26.1,144.4,71.5,53.7,5.33,5.34,16.77
Wheat,Punjab,653.0,24.7,67.5,70.3,29.9,8.25,7.45,15.2
Maize,Maharashtra,925.9,32.2,110.8,32.3,16.0,5.24,8.38,13.7
Wheat,Maharashtra,289.6,27.1,103.9,50.4,32.5,6.31,5.44,17.01
Rice,Maharashtra,640.8,21.5,137.6,23.4,28.6,5.02,4.69,14.72
Rice,Maharashtra,450.7,25.6,168.1,79.0,33.0,6.1,5.89,17.13
Rice,Punjab,635.3,18.9,140.0,52.2,56.8,4.86,8.11,15.44
Maize,Uttar Pradesh,980.9,22.7,162.6,84.8,29.0,6.84,7.54,14.51
Wheat,Uttar Pradesh,662.9,30.0,149.8,63.2,39.8,8.03,4.25,16.21
Rice,Uttar Pradesh,2098.1,23.5,158.0,31.3,64.0,5.23,4.51,15.22
Wheat,Maharashtra,664.2,13.8,101.4,81.0,18.8,7.2,6.32,15.13
Wheat,West Bengal,509.9,29.9,181.7,54.5,50.9,7.13,2.75,16.23
Wheat,Uttar Pradesh,260.5,25.4,179.4,51.0,19.0,6.21,4.16,13.04
Maize,Madhya Pradesh,372.4,14.8,177.8,26.2,31.4,6.6,4.02,11.07
Maize,Madhya Pradesh,788.4,33.3,154.3,100.7,23.7,7.68,3.4,14.47
Rice,Madhya Pradesh,672.1,31.4,118.5,65.6,35.8,5.94,2.22,17.55
Maize,Madhya Pradesh,250.7,16.7,81.8,91.4,60.4,5.25,7.28,10.17
Wheat,Punjab,507.9,24.7,176.6,41.2,52.8,5.17,1.49,15.11
Maize,Uttar Pradesh,822.5,24.6,157.4,102.5,33.3,7.43,7.88,16.11
Maize,Maharashtra,433.1,30.2,65.9,55.5,39.1,7.11,9.06,15.32
Wheat,Punjab,619.6,22.7,128.3,40.3,22.3,7.89,5.91,16.24
Maize,West Bengal,1072.6,25.4,168.4,33.4,46.7,7.22,7.98,14.22
Maize,Maharashtra,1032.3,30.4,59.5,31.8,39.5,6.25,7.46,13.14
Maize,Maharashtra,710.5,27.0,156.3,39.0,51.9,6.69,1.26,18.77
Rice,Madhya Pradesh,604.8,19.0,62.2,78.5,51.9,7.02,9.8,12.49
Maize,Madhya Pradesh,443.9,17.7,98.7,95.4,23.6,4.89,7.88,15.53
Rice,Punjab,2023.0,36.6,110.3,68.9,53.4,6.95,7.75,19.06
Wheat,Bihar,276.6,27.3,167.7,40.8,22.4,6.39,8.87,11.41
Maize,Maharashtra,514.5,23.0,51.3,85.7,19.7,5.69,6.11,17.79
Rice,Bihar,882.8,20.6,112.7,31.8,44.1,5.09,7.37,18.63
Rice,West Bengal,1319.5,25.0,167.4,36.7,30.6,6.92,5.53,15.44
Wheat,Madhya Pradesh,287.9,17.3,81.5,70.9,15.3,5.55,6.99,13.0
Maize,Maharashtra,498.8,28.8,111.7,52.3,21.5,5.45,6.58,19.27
Rice,West Bengal,2040.7,35.7,160.2,58.4,26.2,6.44,5.26,17.19
Maize,West Bengal,544.1,21.9,147.8,71.2,27.0,6.72,5.85,20.19
Maize,Maharashtra,1089.7,18.7,129.9,88.2,42.3,7.5,5.36,16.27
Rice,Bihar,1139.2,38.6,181.9,44.8,26.5,5.34,1.39,17.73
Rice,Maharashtra,1237.2,19.1,124.6,28.5,26.5,5.49,7.44,20.95
Wheat,West Bengal,420.5,23.2,78.0,60.4,14.4,6.28,8.35,17.81
Wheat,West Bengal,766.5,22.3,165.1,40.8,29.1,6.13,0.66,12.38
Rice,Madhya Pradesh,1359.9,25.9,40.2,81.5,35.9,5.89,1.29,21.66
Rice,Madhya Pradesh,1417.7,31.4,166.4,52.3,55.4,4.81,0.51,19.0
Rice,Uttar Pradesh,1948.4,38.2,122.8,58.4,46.9,5.39,8.21,18.28
Rice,Maharashtra,1794.9,23.8,91.2,32.5,37.8,5.65,2.79,17.35
Rice,Punjab,664.8,31.5,170.0,60.3,34.3,5.78,1.1,18.89
Wheat,Bihar,662.4,20.9,61.2,77.2,25.0,5.35,7.62,13.17
Rice,Punjab,1492.6,34.6,126.4,88.1,39.9,6.49,7.2,20.72
Wheat,West Bengal,601.3,10.7,165.5,71.7,54.2,5.33,7.23,14.39
Rice,West Bengal,442.9,24.7,62.3,89.3,26.0,5.17,6.4,14.25
Maize,Uttar Pradesh,697.4,22.2,128.1,55.4,42.4,5.87,9.07,22.56
Wheat,West Bengal,300.6,30.5,137.9,58.1,20.7,6.72,9.47,15.42
Rice,Madhya Pradesh,768.3,35.7,137.5,58.3,61.7,5.63,8.44,18.1
Wheat,Uttar Pradesh,287.3,16.8,173.7,54.6,27.3,5.64,0.68,14.8
Maize,Maharashtra,596.9,28.8,67.5,93.9,27.0,7.21,1.98,16.24
Wheat,Maharashtra,749.1,16.4,157.0,49.8,16.2,8.14,7.92,13.03
Wheat,Bihar,559.7,23.0,100.9,25.9,61.4,6.14,3.47,15.44
Rice,Madhya Pradesh,1070.5,32.3,55.0,36.0,56.9,5.66,4.24,18.17
Rice,West Bengal,861.7,22.3,86.6,54.1,43.3,6.75,7.81,18.64
Wheat,Maharashtra,207.5,18.0,114.9,74.1,31.1,5.97,7.92,16.89
Maize,Bihar,993.4,28.8,78.0,94.2,44.6,6.92,2.45,12.96
Maize,Uttar Pradesh,489.3,22.0,139.2,25.3,64.7,4.71,5.55,17.8
Wheat,Madhya Pradesh,382.3,19.0,45.8,24.7,56.8,5.42,8.33,13.67
Wheat,Maharashtra,554.6,14.6,142.9,24.9,40.4,5.27,5.52,17.4
Maize,Bihar,381.8,19.6,162.4,62.4,50.6,6.37,3.4,16.76
Wheat,Maharashtra,755.7,22.1,107.7,39.6,64.2,7.37,7.89,15.34
Rice,Uttar Pradesh,816.3,24.5,154.8,39.4,14.1,5.73,0.62,16.9
Rice,Uttar Pradesh,1713.8,31.3,174.9,50.1,54.2,5.09,3.22,15.63
Rice,Punjab,1481.9,32.5,60.6,87.2,29.4,6.11,7.15,20.72
Wheat,Madhya Pradesh,368.1,18.2,131.2,83.3,47.1,7.14,8.26,18.38
Maize,Maharashtra,489.0,23.3,132.4,78.4,63.9,6.17,2.87,21.63
Maize,West Bengal,1075.8,30.2,141.0,85.9,31.3,5.57,4.12,15.98
Wheat,Uttar Pradesh,237.3,29.8,109.3,83.4,45.7,7.22,7.84,14.43
Wheat,Uttar Pradesh,233.2,29.9,173.1,56.9,40.0,7.1,6.01,13.15
Maize,Punjab,576.2,26.9,73.0,86.2,54.9,5.93,2.49,17.85
Rice,West Bengal,721.2,36.2,165.0,68.4,49.0,5.91,6.55,18.23
Maize,West Bengal,1055.7,22.2,86.1,47.6,15.1,7.24,1.25,14.65
Wheat,Maharashtra,676.4,10.6,112.5,46.8,54.4,5.22,0.96,14.63
Rice,Bihar,819.4,41.7,113.6,38.4,57.1,4.76,5.82,15.72
Maize,West Bengal,344.6,17.2,156.7,92.6,25.9,6.06,6.06,11.79
Rice,Bihar,1633.7,19.3,138.2,64.8,52.6,6.72,7.32,17.75
Maize,Maharashtra,753.9,20.3,107.6,99.3,27.7,7.06,0.9,19.08
Rice,West Bengal,1685.0,26.7,95.3,37.5,57.8,5.41,2.5,18.8
Wheat,Punjab,183.7,20.6,85.6,26.9,29.8,7.14,3.25,13.95
Wheat,Maharashtra,881.3,31.1,105.1,48.5,18.0,7.55,2.05,14.11
Rice,Madhya Pradesh,1768.0,36.4,90.9,40.1,35.5,4.92,4.79,15.69
Rice,Uttar Pradesh,738.4,22.2,146.3,71.5,49.7,4.74,2.97,15.22
Wheat,Uttar Pradesh,800.7,24.8,107.7,39.6,21.0,5.22,8.6,13.54
Rice,West Bengal,2043.4,26.5,118.3,76.1,25.9,7.06,6.13,16.85
Maize,Punjab,654.8,31.7,158.9,63.0,48.0,6.62,1.37,17.06
Maize,Maharashtra,964.2,24.1,59.2,40.1,29.1,5.89,6.13,14.0
Rice,Bihar,1003.0,34.5,113.0,38.4,20.9,4.96,1.48,21.73
Wheat,Bihar,419.1,18.0,174.7,23.2,41.0,6.92,7.14,16.54
Wheat,Bihar,296.0,27.8,105.6,58.6,63.5,7.17,6.09,16.19
Rice,Punjab,1460.9,39.3,74.3,44.3,50.0,6.6,8.34,18.6
Rice,West Bengal,2095.0,27.5,132.1,88.7,16.9,6.96,5.89,15.17
Rice,West Bengal,582.6,20.5,128.0,28.7,57.5,6.54,8.29,16.15
Maize,Uttar Pradesh,599.4,14.9,97.1,61.6,37.8,6.84,9.92,19.74
Rice,Maharashtra,1149.0,35.6,158.4,55.2,24.5,6.12,4.82,21.08
Rice,West Bengal,630.6,34.8,54.9,21.9,30.3,5.15,9.89,16.0
Rice,West Bengal,676.8,42.4,133.1,36.4,24.6,6.96,6.27,15.5
Maize,Bihar,770.2,28.4,133.2,94.0,58.7,5.61,2.23,17.41
Wheat,Madhya Pradesh,293.4,11.7,82.1,31.1,49.5,5.12,9.82,12.14
Rice,Uttar Pradesh,1115.2,19.4,56.1,67.5,27.4,6.44,0.96,17.41
Rice,Bihar,1984.9,36.9,72.8,27.9,62.4,4.95,2.94,12.41
Maize,Madhya Pradesh,680.6,29.2,181.1,40.5,35.8,7.3,8.46,17.68
Maize,Uttar Pradesh,853.2,30.8,113.6,32.6,63.9,4.85,9.64,14.78
